Failure Type,F_resultant,T_resultant
normal,79.56770459159432,4.312333624070749
normal,80.31441317686429,15.53955718594901
normal,78.83693935595693,16.67834886811611
normal,81.32572334862786,18.469327370409566
normal,78.93479142267874,20.41752206516215
normal,78.94360362119811,22.730029293747517
normal,79.27362733311647,25.95970396289368
normal,78.63011755596537,30.363088499722963
normal,79.46478598166274,31.829153210112793
normal,80.42956081985251,33.69739917728896
normal,81.19566110323541,35.387383384741746
normal,80.53382850155451,11.641274746469533
normal,78.47280577005183,15.807236575109204
normal,80.13630684208007,19.412707705779567
normal,78.76366498955302,22.87519589137494
normal,78.66480486967161,20.976784023976588
normal,79.20390115021377,27.512933869042676
normal,79.47620303526513,31.048881617241715
normal,79.51584585169122,33.159766901405916
normal,79.41061371187108,33.0424447571548
collision_in_tool,106.69792545879581,87.81858538846726
collision_in_tool,104.53141444263595,85.4157791294304
collision_in_tool,93.64944986221239,54.6680628890412
collision_in_tool,93.66569505743045,64.0164122445385
collision_in_tool,89.91146805145519,45.210190514360654
collision_in_tool,83.62261442495279,32.390240965824525
collision_in_tool,82.90406735000616,39.06584672819721
collision_in_tool,82.39393750092354,35.564391452008344
collision_in_tool,84.16106615817115,34.722612451550184
collision_in_part,82.80309213228303,24.887985556395858
collision_in_tool,85.03719033802344,36.0135569126361
collision_in_tool,86.4640222149182,36.86289122942808
collision_in_part,86.4640222149182,36.86289122942808
collision_in_tool,100.10027704337595,95.22007726845601
collision_in_part,100.10027704337595,95.22007726845601
collision_in_part,76.33053789608825,48.45266553281238
collision_in_part,85.5539119478042,31.90284525587375
collision_in_part,85.25507863879892,41.415621347065816
collision_in_part,86.24790888678307,39.79713314780382
collision_in_part,92.65659582789317,44.887435052683415
collision_in_part,110.98988137014248,78.5372274939396
collision_in_part,88.25677541557586,63.60720612099404
collision_in_part,83.27969109326806,22.16388028449109
collision_in_part,89.34500119168231,55.49048248231474
collision_in_tool,82.98076175489273,22.72456759834318
collision_in_part,82.98076175489273,22.72456759834318
collision_in_part,87.95946601859174,53.76454109781273
normal,19.673805995467653,8.071236346242289
normal,21.059915906893547,8.60762778930394
normal,22.906709572968598,7.588661795794172
normal,20.204040112747084,8.715299055693425
normal,20.60345301519573,8.287229940046803
normal,19.465978849832716,6.783052717827483
normal,17.691780299929416,7.421857235623928
normal,20.00725988540233,6.898845974091129
normal,20.272614159772008,7.453006339782145
normal,16.331850615564573,5.861326492301112
normal,15.793054623755413,5.790544991124654
normal,17.890369890012646,5.322774692765952
normal,15.670868419996115,5.409891771179062
normal,15.407355784309155,5.7265476570592835
normal,14.878001242973722,5.858685559898038
normal,18.116822204486375,7.673204375669729
normal,18.963878843445613,6.471432676386387
normal,20.199312230072163,7.164830030710633
normal,10.486840701635042,6.309973869704066
normal,8.159368481556282,5.171618842358722
normal,8.401369977510434,6.171854128578752
normal,7.480274271839127,5.93495929342018
normal,8.232934148712891,6.492829461131584
normal,8.8273952734186,5.0299058474205784
collision_in_part,27.526540006983616,20.19384824002065
collision_in_part,40.46153403527948,36.53330015116261
collision_in_part,16.06744282074366,17.823815024511042
collision_in_part,16.592054723753066,12.210052244481346
collision_in_part,11.6121011670616,12.934381707337652
collision_in_part,13.292204678995187,12.917546632399127
collision_in_part,11.360356761319233,13.29894044781143
collision_in_part,12.691138902328062,11.399639401818918
collision_in_part,16.02854859763501,13.592957301882542
collision_in_part,31.16445142091489,66.72847064868779
collision_in_part,68.33994934198648,41.61901051217119
collision_in_part,22.510603074022278,40.27300643346626
collision_in_part,18.7635937446391,22.129981546679325
collision_in_part,30.968955100455357,69.8255351040404
collision_in_part,13.666553601338858,22.979263438042818
collision_in_part,49.177572436297645,107.19119793147618
collision_in_part,18.670231345941787,9.902699742661904
collision_in_part,20.804537728028873,12.387929707581536
collision_in_part,52.790585775172055,30.942694885844592
collision_in_part,25.16205837429561,24.661969834762793
collision_in_part,27.526540006983616,20.19384824002065
collision_in_tool,30.746144344439184,33.599500062687284
collision_in_tool,8.819142042498788,9.943468911452397
collision_in_tool,16.341412430021098,21.87963409860931
collision_in_tool,20.871183807539254,27.60859725270602
collision_in_tool,32.813855479670295,49.71821318144493
collision_in_tool,16.752709824870653,16.741764522418798
collision_in_tool,46.20212129380651,59.99100793763211
collision_in_tool,32.48786367749033,41.08326301042041
bottom_obstruction,2315.23743155157,252.43346088193766
bottom_collision,133.14992624694227,56.033156426436896
bottom_obstruction,841.7177004018467,194.32364044347918
bottom_obstruction,574.9155097483346,139.20854700544226
bottom_obstruction,944.5999892783943,253.68462178204206
bottom_obstruction,2463.2026829794436,130.00072218174128
bottom_collision,274.8770290242944,97.77574102467483
bottom_collision,278.05318419091435,130.30817716580455
bottom_collision,217.86168658690937,109.86027258348287
bottom_obstruction,1146.7544766060166,150.77568326944572
bottom_obstruction,1018.3285602128866,278.1574830814079
bottom_obstruction,750.1395266538984,129.22463042964665
bottom_obstruction,512.3768544935257,130.15184120946708
bottom_obstruction,33.242246736468786,17.866323078768964
bottom_collision,158.36727003168215,39.18110945741868
bottom_obstruction,1028.8681769650748,309.5920593505182
bottom_collision,26.37280585944033,25.970035809208547
bottom_obstruction,1092.7571673036368,161.36517188182222
bottom_collision,166.2450150849912,37.67872618915864
bottom_obstruction,569.7322685330435,123.615103039025
bottom_obstruction,93.31061457388088,34.31906635272164
bottom_collision,34.91936262717501,8.206789809937735
bottom_obstruction,951.118076054417,140.8072303168974
bottom_collision,7.777478007647094,6.526986680249726
bottom_obstruction,790.9423728113849,197.86611308368828
bottom_collision,12.217676856590966,9.963327156465676
bottom_obstruction,993.3338382635964,62.98343762334619
bottom_collision,150.15443626608712,27.618984084506184
bottom_collision,85.08313413520773,17.494799783782938
bottom_collision,81.39091959108455,10.519865041035331
bottom_collision,32.52660800323491,6.848204573643629
bottom_obstruction,205.05304949438772,66.33902698063922
bottom_obstruction,452.5315154008394,110.05649825145822
bottom_obstruction,769.9226088773027,102.61386851417627
bottom_collision,25.033889654682007,15.52901009128159
bottom_collision,21.959019313533666,25.96140404000207
bottom_collision,73.80127465059653,23.84005985366129
bottom_collision,20.500166499921175,17.497506510501992
bottom_collision,55.19602247813212,11.23853968604976
bottom_collision,18.36297604393801,9.334848659491428
bottom_collision,53.81023921018655,21.04402949211589
bottom_collision,24.2091479619893,16.774960382205617
bottom_collision,37.44478523022645,27.486090691022834
bottom_obstruction,446.92960837705806,69.83999383529668
bottom_collision,16.762664811556952,7.332655988900337
bottom_collision,223.1305429012777,52.98831480856412
bottom_collision,87.89940528212952,81.94368706852028
collision_in_part,14.235696318394593,5.947366944939217
collision_in_part,22.34232299251261,28.267155802715344
collision_in_part,9.601580834074626,12.617427333014204
collision_in_part,7.6569949557892985,5.147408286795891
collision_in_part,36.354576051444546,45.76414409742141
collision_in_part,10.790029571422203,11.418507315888515
collision_in_part,12.393735624037207,20.244295521652962
collision_in_part,24.155166774598385,35.53708608388216
collision_in_part,12.14880931975344,11.93972574013589
collision_in_part,29.563768934679917,28.52791907390841
collision_in_part,15.190319283605458,17.87101028054705
collision_in_part,41.44751914936111,49.664073898876936
collision_in_tool,10.218049616703663,11.476806230840431
collision_in_tool,14.654320894967665,17.638315675167224
collision_in_tool,9.702303947344491,8.781053687631335
collision_in_tool,13.977992331283497,15.875219856526703
collision_in_tool,7.732256749223875,8.960835401694904
