Failure Type,F_resultant,T_resultant
normal,19.673805995467653,8.071236346242289
normal,21.059915906893547,8.60762778930394
normal,22.906709572968598,7.588661795794172
normal,20.204040112747084,8.715299055693425
normal,20.60345301519573,8.287229940046803
normal,19.465978849832716,6.783052717827483
normal,17.691780299929416,7.421857235623928
normal,20.00725988540233,6.898845974091129
normal,20.272614159772008,7.453006339782145
normal,16.331850615564573,5.861326492301112
normal,15.793054623755413,5.790544991124654
normal,17.890369890012646,5.322774692765952
normal,15.670868419996115,5.409891771179062
normal,15.407355784309155,5.7265476570592835
normal,14.878001242973722,5.858685559898038
normal,18.116822204486375,7.673204375669729
normal,18.963878843445613,6.471432676386387
normal,20.199312230072163,7.164830030710633
normal,10.486840701635042,6.309973869704066
normal,8.159368481556282,5.171618842358722
normal,8.401369977510434,6.171854128578752
normal,7.480274271839127,5.93495929342018
normal,8.232934148712891,6.492829461131584
normal,8.8273952734186,5.0299058474205784
collision,27.526540006983616,20.19384824002065
collision,40.46153403527948,36.53330015116261
collision,16.06744282074366,17.823815024511042
collision,16.592054723753066,12.210052244481346
collision,11.6121011670616,12.934381707337652
collision,13.292204678995187,12.917546632399127
collision,11.360356761319233,13.29894044781143
collision,12.691138902328062,11.399639401818918
collision,16.02854859763501,13.592957301882542
collision,31.16445142091489,66.72847064868779
collision,68.33994934198648,41.61901051217119
collision,22.510603074022278,40.27300643346626
collision,18.7635937446391,22.129981546679325
collision,30.968955100455357,69.8255351040404
collision,13.666553601338858,22.979263438042818
collision,49.177572436297645,107.19119793147618
collision,18.670231345941787,9.902699742661904
collision,20.804537728028873,12.387929707581536
collision,52.790585775172055,30.942694885844592
collision,25.16205837429561,24.661969834762793
collision,27.526540006983616,20.19384824002065
collision,30.746144344439184,33.599500062687284
collision,8.819142042498788,9.943468911452397
collision,16.341412430021098,21.87963409860931
collision,20.871183807539254,27.60859725270602
collision,32.813855479670295,49.71821318144493
collision,16.752709824870653,16.741764522418798
collision,46.20212129380651,59.99100793763211
collision,32.48786367749033,41.08326301042041
obstruction,2315.23743155157,252.43346088193766
collision,133.14992624694227,56.033156426436896
obstruction,841.7177004018467,194.32364044347918
obstruction,574.9155097483346,139.20854700544226
obstruction,944.5999892783943,253.68462178204206
obstruction,2463.2026829794436,130.00072218174128
collision,274.8770290242944,97.77574102467483
collision,278.05318419091435,130.30817716580455
collision,217.86168658690937,109.86027258348287
obstruction,1146.7544766060166,150.77568326944572
obstruction,1018.3285602128866,278.1574830814079
obstruction,750.1395266538984,129.22463042964665
obstruction,512.3768544935257,130.15184120946708
obstruction,33.242246736468786,17.866323078768964
collision,158.36727003168215,39.18110945741868
obstruction,1028.8681769650748,309.5920593505182
collision,26.37280585944033,25.970035809208547
obstruction,1092.7571673036368,161.36517188182222
collision,166.2450150849912,37.67872618915864
obstruction,569.7322685330435,123.615103039025
obstruction,93.31061457388088,34.31906635272164
collision,34.91936262717501,8.206789809937735
obstruction,951.118076054417,140.8072303168974
collision,7.777478007647094,6.526986680249726
obstruction,790.9423728113849,197.86611308368828
collision,12.217676856590966,9.963327156465676
obstruction,993.3338382635964,62.98343762334619
collision,150.15443626608712,27.618984084506184
collision,85.08313413520773,17.494799783782938
collision,81.39091959108455,10.519865041035331
collision,32.52660800323491,6.848204573643629
obstruction,205.05304949438772,66.33902698063922
obstruction,452.5315154008394,110.05649825145822
obstruction,769.9226088773027,102.61386851417627
collision,25.033889654682007,15.52901009128159
collision,21.959019313533666,25.96140404000207
collision,73.80127465059653,23.84005985366129
collision,20.500166499921175,17.497506510501992
collision,55.19602247813212,11.23853968604976
collision,18.36297604393801,9.334848659491428
collision,53.81023921018655,21.04402949211589
collision,24.2091479619893,16.774960382205617
collision,37.44478523022645,27.486090691022834
obstruction,446.92960837705806,69.83999383529668
collision,16.762664811556952,7.332655988900337
collision,223.1305429012777,52.98831480856412
collision,87.89940528212952,81.94368706852028
collision,14.235696318394593,5.947366944939217
collision,22.34232299251261,28.267155802715344
collision,9.601580834074626,12.617427333014204
collision,7.6569949557892985,5.147408286795891
collision,36.354576051444546,45.76414409742141
collision,10.790029571422203,11.418507315888515
collision,12.393735624037207,20.244295521652962
collision,24.155166774598385,35.53708608388216
collision,12.14880931975344,11.93972574013589
collision,29.563768934679917,28.52791907390841
collision,15.190319283605458,17.87101028054705
collision,41.44751914936111,49.664073898876936
collision,10.218049616703663,11.476806230840431
collision,14.654320894967665,17.638315675167224
collision,9.702303947344491,8.781053687631335
collision,13.977992331283497,15.875219856526703
collision,7.732256749223875,8.960835401694904
